SalesOrderID,OrderDateID,DueDateID,ShipDateID,CustomerID,ShipToAddressID,SubTotal,TaxAmt,Freight,OnlineOrderFlag
43717,20110604,20110616,20110611,25249,11809,699.0982,55.9279,17.4775,True
43718,20110605,20110617,20110612,27668,25346,3578.27,286.2616,89.4568,True
43719,20110605,20110617,20110612,27612,13854,3578.27,286.2616,89.4568,True
43720,20110605,20110617,20110612,13264,18584,3578.27,286.2616,89.4568,True
43721,20110605,20110617,20110612,13590,22146,3578.27,286.2616,89.4568,True
43722,20110606,20110618,20110613,13581,23990,3578.27,286.2616,89.4568,True
43723,20110606,20110618,20110613,14520,12708,699.0982,55.9279,17.4775,True
43724,20110606,20110618,20110613,16520,25572,3578.27,286.2616,89.4568,True
43725,20110607,20110619,20110614,13258,23444,3578.27,286.2616,89.4568,True
43726,20110607,20110619,20110614,14560,25989,699.0982,55.9279,17.4775,True
43727,20110607,20110619,20110614,16607,15502,3578.27,286.2616,89.4568,True
43728,20110608,20110620,20110615,27666,20616,3578.27,286.2616,89.4568,True
43729,20110608,20110620,20110615,11238,12420,3399.99,271.9992,84.9998,True
43730,20110608,20110620,20110615,25861,23733,3399.99,271.9992,84.9998,True
43731,20110608,20110620,20110615,16629,14019,3578.27,286.2616,89.4568,True
43732,20110608,20110620,20110615,11025,21635,3374.99,269.9992,84.3748,True
43733,20110608,20110620,20110615,27577,24572,3578.27,286.2616,89.4568,True
43734,20110609,20110621,20110616,27604,23224,3578.27,286.2616,89.4568,True
43735,20110609,20110621,20110616,16522,25384,3578.27,286.2616,89.4568,True
43736,20110609,20110621,20110616,11002,20336,3399.99,271.9992,84.9998,True
43737,20110610,20110622,20110617,13261,29772,3578.27,286.2616,89.4568,True
43738,20110610,20110622,20110617,11606,26167,3578.27,286.2616,89.4568,True
43739,20110610,20110622,20110617,13563,29262,3578.27,286.2616,89.4568,True
43740,20110610,20110622,20110617,16527,28420,3578.27,286.2616,89.4568,True
43741,20110611,20110623,20110618,27671,13036,3578.27,286.2616,89.4568,True
43742,20110611,20110623,20110618,13576,20966,3578.27,286.2616,89.4568,True
43743,20110611,20110623,20110618,11007,12909,3399.99,271.9992,84.9998,True
43744,20110611,20110623,20110618,16631,12423,3578.27,286.2616,89.4568,True
43745,20110612,20110624,20110619,16514,25018,3578.27,286.2616,89.4568,True
43746,20110612,20110624,20110619,16616,28214,3578.27,286.2616,89.4568,True
43747,20110613,20110625,20110620,27623,27241,3578.27,286.2616,89.4568,True
43748,20110613,20110625,20110620,27625,16663,3578.27,286.2616,89.4568,True
43749,20110613,20110625,20110620,27636,17878,3578.27,286.2616,89.4568,True
43750,20110613,20110625,20110620,11591,26694,3578.27,286.2616,89.4568,True
43751,20110613,20110625,20110620,11592,17421,3578.27,286.2616,89.4568,True
43752,20110613,20110625,20110620,13265,25970,3578.27,286.2616,89.4568,True
43753,20110613,20110625,20110620,16482,19434,3578.27,286.2616,89.4568,True
43754,20110614,20110626,20110621,27617,18700,3578.27,286.2616,89.4568,True
43755,20110614,20110626,20110621,27670,21785,3578.27,286.2616,89.4568,True
43756,20110614,20110626,20110621,19941,12565,699.0982,55.9279,17.4775,True
43757,20110614,20110626,20110621,11017,11541,3374.99,269.9992,84.3748,True
43758,20110615,20110627,20110622,27646,14400,3578.27,286.2616,89.4568,True
43759,20110615,20110627,20110622,13257,21516,3578.27,286.2616,89.4568,True
43760,20110615,20110627,20110622,16352,11694,3578.27,286.2616,89.4568,True
43761,20110615,20110627,20110622,16493,24449,3578.27,286.2616,89.4568,True
43762,20110616,20110628,20110623,27578,19011,3578.27,286.2616,89.4568,True
43763,20110616,20110628,20110623,16525,13961,3578.27,286.2616,89.4568,True
43764,20110616,20110628,20110623,16612,18740,3578.27,286.2616,89.4568,True
43765,20110616,20110628,20110623,11010,15412,3399.99,271.9992,84.9998,True
43766,20110617,20110629,20110624,16518,26446,3578.27,286.2616,89.4568,True
43767,20110617,20110629,20110624,11001,14489,3374.99,269.9992,84.3748,True
43768,20110618,20110630,20110625,27649,24209,3578.27,286.2616,89.4568,True
43769,20110618,20110630,20110625,21659,12365,3578.27,286.2616,89.4568,True
43770,20110618,20110630,20110625,27614,21039,3578.27,286.2616,89.4568,True
43771,20110618,20110630,20110625,14559,21657,699.0982,55.9279,17.4775,True
43772,20110618,20110630,20110625,16524,15700,3578.27,286.2616,89.4568,True
43773,20110618,20110630,20110625,16526,19998,3578.27,286.2616,89.4568,True
43774,20110618,20110630,20110625,16348,20184,3578.27,286.2616,89.4568,True
43775,20110618,20110630,20110625,11027,14561,3399.99,271.9992,84.9998,True
43777,20110619,20110701,20110626,16515,24873,3578.27,286.2616,89.4568,True
43778,20110619,20110701,20110626,11018,16433,3399.99,271.9992,84.9998,True
43779,20110619,20110701,20110626,25252,20850,699.0982,55.9279,17.4775,True
43780,20110620,20110702,20110627,11599,25850,3578.27,286.2616,89.4568,True
43781,20110620,20110702,20110627,16495,22857,3578.27,286.2616,89.4568,True
43782,20110620,20110702,20110627,16516,13386,3578.27,286.2616,89.4568,True
43783,20110620,20110702,20110627,16620,26601,3578.27,286.2616,89.4568,True
43784,20110621,20110703,20110628,27667,12491,3578.27,286.2616,89.4568,True
43785,20110621,20110703,20110628,11601,17236,3578.27,286.2616,89.4568,True
43786,20110621,20110703,20110628,11607,23683,3578.27,286.2616,89.4568,True
43787,20110621,20110703,20110628,29385,29348,3399.99,271.9992,84.9998,True
43788,20110621,20110703,20110628,11239,25489,3374.99,269.9992,84.3748,True
43789,20110621,20110703,20110628,25865,21950,3374.99,269.9992,84.3748,True
43790,20110621,20110703,20110628,25857,21871,3399.99,271.9992,84.9998,True
43791,20110621,20110703,20110628,16484,11580,3578.27,286.2616,89.4568,True
43792,20110621,20110703,20110628,16623,14105,3578.27,286.2616,89.4568,True
43793,20110621,20110703,20110628,11000,22601,3399.99,271.9992,84.9998,True
43794,20110621,20110703,20110628,11029,24713,3399.99,271.9992,84.9998,True
43795,20110622,20110704,20110629,27615,12290,3578.27,286.2616,89.4568,True
43796,20110622,20110704,20110629,17956,11860,699.0982,55.9279,17.4775,True
43797,20110622,20110704,20110629,16345,11578,3578.27,286.2616,89.4568,True
43798,20110622,20110704,20110629,16521,17493,3578.27,286.2616,89.4568,True
43799,20110622,20110704,20110629,16636,23813,3578.27,286.2616,89.4568,True
43800,20110623,20110705,20110630,21710,16244,3578.27,286.2616,89.4568,True
43801,20110623,20110705,20110630,13583,22676,3578.27,286.2616,89.4568,True
43802,20110623,20110705,20110630,11593,15981,3578.27,286.2616,89.4568,True
43803,20110624,20110706,20110701,21741,17092,3578.27,286.2616,89.4568,True
43804,20110624,20110706,20110701,13585,18048,3578.27,286.2616,89.4568,True
43805,20110624,20110706,20110701,14510,26084,699.0982,55.9279,17.4775,True
43806,20110624,20110706,20110701,16523,26735,3578.27,286.2616,89.4568,True
43807,20110625,20110707,20110702,11611,15499,3578.27,286.2616,89.4568,True
43808,20110625,20110707,20110702,13259,24940,3578.27,286.2616,89.4568,True
43809,20110625,20110707,20110702,16350,12891,3578.27,286.2616,89.4568,True
43810,20110625,20110707,20110702,11004,20971,3399.99,271.9992,84.9998,True
43811,20110625,20110707,20110702,11026,11877,3399.99,271.9992,84.9998,True
43812,20110626,20110708,20110703,27662,13852,3578.27,286.2616,89.4568,True
43813,20110626,20110708,20110703,28390,16896,3374.99,269.9992,84.3748,True
43814,20110626,20110708,20110703,25866,21939,3374.99,269.9992,84.3748,True
43815,20110626,20110708,20110703,16494,15915,3578.27,286.2616,89.4568,True
43816,20110626,20110708,20110703,16496,21277,3578.27,286.2616,89.4568,True
43817,20110626,20110708,20110703,16519,12674,3578.27,286.2616,89.4568,True
43818,20110626,20110708,20110703,16528,16539,3578.27,286.2616,89.4568,True
43819,20110626,20110708,20110703,11006,15264,3399.99,271.9992,84.9998,True
43820,20110627,20110709,20110704,27651,24200,3578.27,286.2616,89.4568,True
43821,20110627,20110709,20110704,27663,24836,3578.27,286.2616,89.4568,True
43822,20110627,20110709,20110704,27669,20019,3578.27,286.2616,89.4568,True
43823,20110627,20110709,20110704,19942,15988,699.0982,55.9279,17.4775,True
43824,20110627,20110709,20110704,14558,11804,699.0982,55.9279,17.4775,True
43825,20110627,20110709,20110704,16349,16955,3578.27,286.2616,89.4568,True
43826,20110627,20110709,20110704,11008,23743,3374.99,269.9992,84.3748,True
43827,20110627,20110709,20110704,25250,27524,699.0982,55.9279,17.4775,True
43828,20110628,20110710,20110705,27605,13129,3578.27,286.2616,89.4568,True
43829,20110628,20110710,20110705,27611,24776,3578.27,286.2616,89.4568,True
43830,20110628,20110710,20110705,16347,18564,3578.27,286.2616,89.4568,True
43831,20110628,20110710,20110705,11028,24158,3374.99,269.9992,84.3748,True
43832,20110628,20110710,20110705,13584,23837,3578.27,286.2616,89.4568,True
43833,20110629,20110711,20110706,21727,16752,3578.27,286.2616,89.4568,True
43834,20110629,20110711,20110706,28393,15471,3374.99,269.9992,84.3748,True
43835,20110629,20110711,20110706,19802,17401,3374.99,269.9992,84.3748,True
43836,20110629,20110711,20110706,26620,19261,699.0982,55.9279,17.4775,True
43837,20110629,20110711,20110706,11009,29335,3374.99,269.9992,84.3748,True
43838,20110630,20110712,20110707,27641,16330,3578.27,286.2616,89.4568,True
43839,20110630,20110712,20110707,27673,20037,3578.27,286.2616,89.4568,True
43840,20110630,20110712,20110707,17957,25544,699.0982,55.9279,17.4775,True
43841,20110630,20110712,20110707,13406,28149,3578.27,286.2616,89.4568,True
43842,20110630,20110712,20110707,16630,18492,3578.27,286.2616,89.4568,True
43843,20110701,20110713,20110708,29955,756,32940.1556,3174.1988,991.9371,False
43844,20110701,20110713,20110708,29620,503,20249.94,1943.9942,607.4982,False
43845,20110701,20110713,20110708,29888,930,8580.073900000001,823.6669,257.3959,False
43846,20110701,20110713,20110708,29548,498,919.5201,90.6637,28.3324,False
43847,20110701,20110713,20110708,29539,480,908.8208999999999,86.9292,27.1654,False
43848,20110701,20110713,20110708,29717,851,18269.946,1753.9148,548.0984,False
43849,20110701,20110713,20110708,29818,1104,20544.7015,1969.9765,615.6177,False
43850,20110701,20110713,20110708,29892,476,10183.7952,982.9377,307.168,False
43851,20110701,20110713,20110708,29509,816,6783.7679,651.4975,203.593,False
43852,20110701,20110713,20110708,29855,539,2024.994,194.3994,60.7498,False
43853,20110701,20110713,20110708,29813,446,26354.922,2530.0725,790.6477,False
43854,20110701,20110713,20110708,29988,478,1749.588,167.9604,52.4876,False
43855,20110701,20110713,20110708,29946,462,10993.3516,1058.7224,330.8508,False
43856,20110701,20110713,20110708,29680,509,2036.394,195.3874,61.0586,False
43857,20110701,20110713,20110708,30074,534,7186.5371000000005,689.052,215.3287,False
43858,20110701,20110713,20110708,29961,758,13694.349400000001,1317.0672,411.5835,False
43859,20110701,20110713,20110708,29865,1032,3911.5991000000004,375.2443,117.2639,False
43860,20110701,20110713,20110708,29773,832,10993.394199999999,1057.2843,330.4013,False
43861,20110701,20110713,20110708,29749,974,23401.106200000002,2244.4088,701.3777,False
43862,20110701,20110713,20110708,29945,919,31000.7804,2987.8703,933.7095,False
43863,20110701,20110713,20110708,29764,611,1718.8983,164.9658,51.5518,False
43864,20110701,20110713,20110708,30056,1052,38474.3572,3703.8969,1157.4678,False
43865,20110701,20110713,20110708,30117,596,13196.0548,1268.2589,396.3309,False
43866,20110701,20110713,20110708,29571,864,4076.388,391.2268,122.2584,False
43867,20110701,20110713,20110708,29582,848,32673.044599999997,3149.2911,984.1535,False
43868,20110701,20110713,20110708,30042,523,2146.962,206.1084,64.4089,False
43869,20110701,20110713,20110708,30107,1099,49193.986399999994,4734.607,1479.5647,False
43870,20110701,20110713,20110708,29675,765,4316.9864,413.6232,129.2572,False
43871,20110701,20110713,20110708,30076,1076,9398.8972,899.949,281.2341,False
43872,20110701,20110713,20110708,30100,1028,11584.459,1110.9858,347.1831,False
43873,20110701,20110713,20110708,29703,1001,41250.4391,3973.725,1241.789,False
43874,20110701,20110713,20110708,29569,562,419.4589,40.2681,12.5838,False
43875,20110701,20110713,20110708,29624,30,121761.9396,11871.5033,3709.8448,False
43877,20110701,20110713,20110708,29925,840,20628.5745,1977.1163,617.8489,False
43878,20110701,20110713,20110708,29664,770,4079.988,391.6788,122.3996,False
43879,20110701,20110713,20110708,29510,540,21718.763864,2087.8858,652.4643,False
43880,20110701,20110713,20110708,29789,501,15479.550000000001,1488.4458,465.1393,False
43881,20110701,20110713,20110708,30111,598,38816.80555,3725.7234,1164.2885,False
43882,20110701,20110713,20110708,29558,500,2024.994,194.3994,60.7498,False
43883,20110701,20110713,20110708,29724,829,18320.6894,1763.0175,550.943,False
43884,20110701,20110713,20110708,29861,11382,115696.331324,11215.3536,3504.798,False
43885,20110701,20110713,20110708,29757,1070,68.4,5.928,1.8525,False
43886,20110701,20110713,20110708,29698,497,17358.0101,1664.9942,520.3107,False
43887,20110701,20110713,20110708,29493,970,419.4589,40.2681,12.5838,False
43888,20110701,20110713,20110708,29794,466,14432.8174,1388.4649,433.8953,False
43889,20110701,20110713,20110708,29830,553,2082.6748,199.3984,62.312,False
43890,20110701,20110713,20110708,29515,504,75191.9599,7234.307,2260.7209,False
43891,20110701,20110713,20110708,29807,449,32569.104,3126.3148,976.9734,False
43892,20110701,20110713,20110708,29716,1015,16544.5461,1587.1682,495.9901,False
43893,20110701,20110713,20110708,29905,505,419.4589,40.2681,12.5838,False
43894,20110701,20110713,20110708,30004,892,32492.604,3118.7048,974.5952,False
43895,20110701,20110713,20110708,29742,884,32459.927799999998,3121.4886,975.4652,False
43896,20110701,20110713,20110708,29866,588,4345.8268,416.1227,130.0383,False
43897,20110701,20110713,20110708,29522,1040,51235.009099999996,4912.9311,1535.291,False
43898,20110701,20110713,20110708,29705,459,50948.9161,4908.5808,1533.9315,False
43899,20110701,20110713,20110708,29906,600,11942.5965,1147.8551,358.7047,False
43900,20110701,20110713,20110708,29880,954,34628.297999999995,3323.6782,1038.6494,False
43901,20110701,20110713,20110708,29901,1053,22717.5954,2177.0702,680.3344,False
43902,20110701,20110713,20110708,29507,972,52803.4477,5091.7865,1591.1833,False
43903,20110701,20110713,20110708,29968,915,20.1865,1.6149,0.5047,False
43904,20110701,20110713,20110708,30095,587,11361.2706,1093.5814,341.7442,False
43905,20110701,20110713,20110708,29846,979,9880.2666,950.9438,297.1699,False
43906,20110701,20110713,20110708,29523,593,32971.323,3162.1366,988.1677,False
43907,20110701,20110713,20110708,29791,792,14660.3024,1407.7759,439.93,False
43908,20110701,20110713,20110708,29731,802,2561.5408,246.3213,76.9754,False
43909,20110701,20110713,20110708,29787,869,25493.3215,2461.1244,769.1014,False
43910,20110701,20110713,20110708,29963,913,19411.9336,1867.3968,583.5615,False
43911,20110701,20110713,20110708,29617,880,19734.8665,1896.6545,592.7045,False
43912,20110701,20110713,20110708,29853,1056,13078.2699,1258.9537,393.423,False
43913,20110701,20110713,20110708,29774,564,36724.0974,3522.2975,1100.718,False
43914,20110701,20110713,20110708,29521,1054,8152.776,782.4537,244.5168,False
43915,20110701,20110713,20110708,29688,785,4049.988,388.7988,121.4996,False
43916,20110701,20110713,20110708,29511,1046,39450.7884,3788.8057,1184.0018,False
43917,20110701,20110713,20110708,29885,857,21356.1593,2050.8186,640.8808,False
43918,20110701,20110713,20110708,22041,18086,3578.27,286.2616,89.4568,True
43919,20110701,20110713,20110708,12124,27575,3578.27,286.2616,89.4568,True
43920,20110701,20110713,20110708,28066,27151,3578.27,286.2616,89.4568,True
43921,20110701,20110713,20110708,16743,18516,3578.27,286.2616,89.4568,True
43922,20110701,20110713,20110708,13546,26226,3578.27,286.2616,89.4568,True
43923,20110702,20110714,20110709,28018,28877,3578.27,286.2616,89.4568,True
43924,20110702,20110714,20110709,12132,29716,3578.27,286.2616,89.4568,True
43925,20110702,20110714,20110709,16661,28478,3578.27,286.2616,89.4568,True
43926,20110703,20110715,20110710,11055,18542,3374.99,269.9992,84.3748,True
43927,20110703,20110715,20110710,16662,26702,3578.27,286.2616,89.4568,True
43928,20110703,20110715,20110710,16740,14404,3578.27,286.2616,89.4568,True
43929,20110703,20110715,20110710,25270,25405,699.0982,55.9279,17.4775,True
43930,20110704,20110716,20110711,28038,28267,3578.27,286.2616,89.4568,True
43931,20110704,20110716,20110711,13548,17636,3578.27,286.2616,89.4568,True
43932,20110704,20110716,20110711,16741,26403,3578.27,286.2616,89.4568,True
43933,20110704,20110716,20110711,11031,22987,3399.99,271.9992,84.9998,True
43934,20110704,20110716,20110711,11034,18711,3399.99,271.9992,84.9998,True
43935,20110705,20110717,20110712,20048,16643,699.0982,55.9279,17.4775,True
43936,20110705,20110717,20110712,28065,26957,3578.27,286.2616,89.4568,True
43937,20110705,20110717,20110712,17047,24245,3578.27,286.2616,89.4568,True
43938,20110705,20110717,20110712,16686,15337,3578.27,286.2616,89.4568,True
43939,20110705,20110717,20110712,16659,21292,3578.27,286.2616,89.4568,True
43940,20110705,20110717,20110712,25294,17574,699.0982,55.9279,17.4775,True
43941,20110706,20110718,20110713,13600,19186,3578.27,286.2616,89.4568,True
43942,20110706,20110718,20110713,17051,14866,3578.27,286.2616,89.4568,True
43943,20110706,20110718,20110713,14565,19488,699.0982,55.9279,17.4775,True
43944,20110706,20110718,20110713,11054,18844,3399.99,271.9992,84.9998,True
43945,20110706,20110718,20110713,16675,19751,3578.27,286.2616,89.4568,True
43946,20110706,20110718,20110713,16687,23516,3578.27,286.2616,89.4568,True
43947,20110706,20110718,20110713,16712,14056,3578.27,286.2616,89.4568,True
43948,20110706,20110718,20110713,11047,21998,3399.99,271.9992,84.9998,True
43949,20110707,20110719,20110714,27726,19937,3578.27,286.2616,89.4568,True
43950,20110707,20110719,20110714,28014,20434,3578.27,286.2616,89.4568,True
43951,20110707,20110719,20110714,16696,14933,3578.27,286.2616,89.4568,True
43952,20110707,20110719,20110714,16639,24077,3578.27,286.2616,89.4568,True
43953,20110708,20110720,20110715,20049,21405,699.0982,55.9279,17.4775,True
43954,20110708,20110720,20110715,13602,16657,3578.27,286.2616,89.4568,True
43955,20110708,20110720,20110715,13661,25143,3578.27,286.2616,89.4568,True
43956,20110708,20110720,20110715,11030,26358,3399.99,271.9992,84.9998,True
43957,20110709,20110721,20110716,28068,12047,3578.27,286.2616,89.4568,True
43958,20110709,20110721,20110716,16658,18015,3578.27,286.2616,89.4568,True
43959,20110709,20110721,20110716,11035,23018,3374.99,269.9992,84.3748,True
43960,20110709,20110721,20110716,11046,28971,3374.99,269.9992,84.3748,True
43961,20110710,20110722,20110717,28031,19605,3578.27,286.2616,89.4568,True
43962,20110710,20110722,20110717,28076,26676,3578.27,286.2616,89.4568,True
43963,20110710,20110722,20110717,16685,22808,3578.27,286.2616,89.4568,True
43964,20110710,20110722,20110717,16745,23287,3578.27,286.2616,89.4568,True
43965,20110710,20110722,20110717,11038,27731,3374.99,269.9992,84.3748,True
43966,20110710,20110722,20110717,11039,24751,3399.99,271.9992,84.9998,True
43967,20110711,20110723,20110718,28040,25586,3578.27,286.2616,89.4568,True
43968,20110711,20110723,20110718,28067,28431,3578.27,286.2616,89.4568,True
43969,20110711,20110723,20110718,28071,21890,3578.27,286.2616,89.4568,True
43970,20110711,20110723,20110718,16684,29208,3578.27,286.2616,89.4568,True
43971,20110711,20110723,20110718,16657,13844,3578.27,286.2616,89.4568,True
43972,20110712,20110724,20110719,21939,25027,3578.27,286.2616,89.4568,True
43973,20110712,20110724,20110719,28039,13444,3578.27,286.2616,89.4568,True
43974,20110712,20110724,20110719,13687,25873,3578.27,286.2616,89.4568,True
43975,20110712,20110724,20110719,13540,24395,3578.27,286.2616,89.4568,True
43977,20110712,20110724,20110719,16703,25353,3578.27,286.2616,89.4568,True
43978,20110713,20110725,20110720,28030,25351,3578.27,286.2616,89.4568,True
43979,20110713,20110725,20110720,14576,12682,699.0982,55.9279,17.4775,True
43980,20110713,20110725,20110720,11048,22583,3374.99,269.9992,84.3748,True
43981,20110713,20110725,20110720,16664,18948,3578.27,286.2616,89.4568,True
43982,20110713,20110725,20110720,25271,25894,699.0982,55.9279,17.4775,True
43983,20110714,20110726,20110721,28017,27287,3578.27,286.2616,89.4568,True
43984,20110714,20110726,20110721,13545,18444,3578.27,286.2616,89.4568,True
43985,20110714,20110726,20110721,13515,13896,3578.27,286.2616,89.4568,True
43986,20110714,20110726,20110721,28070,24410,3578.27,286.2616,89.4568,True
43987,20110715,20110727,20110722,28042,28003,3578.27,286.2616,89.4568,True
43988,20110715,20110727,20110722,11244,21821,3399.99,271.9992,84.9998,True
43989,20110715,20110727,20110722,28083,29742,3578.27,286.2616,89.4568,True
43990,20110715,20110727,20110722,25872,17167,3399.99,271.9992,84.9998,True
43991,20110715,20110727,20110722,16660,23489,3578.27,286.2616,89.4568,True
43992,20110715,20110727,20110722,16638,26991,3578.27,286.2616,89.4568,True
43993,20110717,20110729,20110724,16929,19246,3578.27,286.2616,89.4568,True
43994,20110718,20110730,20110725,27681,20835,3578.27,286.2616,89.4568,True
43995,20110718,20110730,20110725,21813,13493,3578.27,286.2616,89.4568,True
43996,20110718,20110730,20110725,27920,28195,3578.27,286.2616,89.4568,True
43997,20110718,20110730,20110725,28022,26341,3578.27,286.2616,89.4568,True
43998,20110718,20110730,20110725,11033,18528,3374.99,269.9992,84.3748,True
43999,20110718,20110730,20110725,28047,19357,3578.27,286.2616,89.4568,True
44000,20110719,20110731,20110726,27918,21592,3578.27,286.2616,89.4568,True
44001,20110719,20110731,20110726,28044,24719,3578.27,286.2616,89.4568,True
44002,20110719,20110731,20110726,14572,16629,699.0982,55.9279,17.4775,True
44003,20110719,20110731,20110726,19325,21119,699.0982,55.9279,17.4775,True
44004,20110719,20110731,20110726,28061,26326,3578.27,286.2616,89.4568,True
44005,20110719,20110731,20110726,26629,16299,699.0982,55.9279,17.4775,True
44006,20110719,20110731,20110726,16744,21462,3578.27,286.2616,89.4568,True
44007,20110719,20110731,20110726,25555,13775,699.0982,55.9279,17.4775,True
44008,20110720,20110801,20110727,27678,25531,3578.27,286.2616,89.4568,True
44009,20110720,20110801,20110727,27759,16988,3578.27,286.2616,89.4568,True
44010,20110720,20110801,20110727,13680,16926,3578.27,286.2616,89.4568,True
44011,20110720,20110801,20110727,13514,28923,3578.27,286.2616,89.4568,True
44012,20110720,20110801,20110727,11052,24347,3374.99,269.9992,84.3748,True
44013,20110720,20110801,20110727,16928,24913,3578.27,286.2616,89.4568,True
44014,20110721,20110802,20110728,27917,17086,3578.27,286.2616,89.4568,True
44015,20110721,20110802,20110728,13693,17306,3578.27,286.2616,89.4568,True
44016,20110721,20110802,20110728,11247,14898,3374.99,269.9992,84.3748,True
44017,20110721,20110802,20110728,28078,26037,3578.27,286.2616,89.4568,True
44018,20110721,20110802,20110728,25876,26090,3374.99,269.9992,84.3748,True
44019,20110721,20110802,20110728,16701,11429,3578.27,286.2616,89.4568,True
44020,20110721,20110802,20110728,16931,13520,3578.27,286.2616,89.4568,True
44021,20110721,20110802,20110728,11032,25324,3374.99,269.9992,84.3748,True
44022,20110722,20110803,20110729,22008,21025,3578.27,286.2616,89.4568,True
44023,20110722,20110803,20110729,19830,12371,3374.99,269.9992,84.3748,True
44024,20110722,20110803,20110729,16663,14001,3578.27,286.2616,89.4568,True
44025,20110722,20110803,20110729,16708,25292,3578.27,286.2616,89.4568,True
44026,20110722,20110803,20110729,17045,29375,3578.27,286.2616,89.4568,True
44027,20110723,20110804,20110730,21921,13324,3578.27,286.2616,89.4568,True
44028,20110723,20110804,20110730,17048,27841,3578.27,286.2616,89.4568,True
