AddressID,AddressLine1,AddressLine2,City,StateProvinceID,PostalCode,SpatialLocation,rowguid,ModifiedDate
48,5553 Cash Avenue,NULL,Kenmore,79,98028,0xE6100000010CC0337E30FED8474075061294AC8E5EC0,1875165e-d9e4-414f-8fcb-6a8720625443,2014-01-31 00:00:00.000
49,7048 Laurel,NULL,Kenmore,79,98028,0xE6100000010C1BF06593F0E04740C9F2DFDB748F5EC0,c172e367-e6e6-4200-8865-12902022b891,2009-02-01 00:00:00.000
50,25 95th Ave NE,NULL,Kenmore,79,98028,0xE6100000010C0947F8859BE44740BC411D627F965EC0,8ad42881-a81b-4a4d-95c2-6d34a55f3bc9,2009-02-06 00:00:00.000
51,3280 Pheasant Circle,NULL,Snohomish,79,98296,0xE6100000010CE394E9D501E2474014B8B3D8FE915EC0,d40aa5ff-462b-4322-9c67-c7b5f468e6e3,2008-11-30 00:00:00.000
52,4231 Spar Court,NULL,Snohomish,79,98296,0xE6100000010C182C38B72BE047407D89EAD8CD805EC0,19801401-913f-45fa-a7d3-8573f35202e7,2009-01-20 00:00:00.000
53,1285 Greenbrier Street,NULL,Snohomish,79,98296,0xE6100000010C39DB74CBB2F0474003CACBFB25835EC0,d08e2b94-ffc3-44f6-b926-ecd76f0360f6,2008-12-28 00:00:00.000
54,5724 Victory Lane,NULL,Snohomish,79,98296,0xE6100000010C39DB74CBB2F04740890AAD1E7E855EC0,aeb2271b-a9e9-454e-b04b-8a3b91014463,2010-01-29 00:00:00.000
55,591 Merriewood Drive,NULL,Snohomish,79,98296,0xE6100000010C1040A96179EF47407261B07BBE8B5EC0,ab314668-eacd-4440-9832-cccf2b187078,2009-02-16 00:00:00.000
56,3114 Notre Dame Ave.,NULL,Snohomish,79,98296,0xE6100000010C1040A96179EF4740720828931D7C5EC0,e7a29ce5-7ec6-4e64-9480-0c166297b6a5,2013-11-29 00:00:00.000
57,7230 Vine Maple Street,NULL,Snohomish,79,98296,0xE6100000010CA50D8F1616F047407261B07BBE8B5EC0,2c5fe85e-796e-4666-b449-9cfdfa870058,2009-01-22 00:00:00.000
58,2601 Cambridge Drive,NULL,Snohomish,79,98296,0xE6100000010C43CFFD3184E747408E77D2B5A68F5EC0,44668102-3c93-4005-baab-e14d351d1522,2008-12-05 00:00:00.000
59,2115 Passing,NULL,Snohomish,79,98296,0xE6100000010CDAA4DDF73FEE474077754D2A46865EC0,77923f90-fccd-40ae-8c51-52a2267a5a61,2008-11-30 00:00:00.000
60,4852 Chaparral Court,NULL,Snohomish,79,98296,0xE6100000010C78664C13AEE54740E6B3A9C13D7F5EC0,5457d27a-52b3-4150-87ea-96b42645ab01,2009-12-25 00:00:00.000
61,7726 Driftwood Drive,NULL,Monroe,79,98272,0xE6100000010CC440A386ACE847406C86CCD635785EC0,07373e01-bd99-405a-996a-ab68984423c3,2006-06-23 00:00:00.000
62,3841 Silver Oaks Place,NULL,Monroe,79,98272,0xE6100000010CC56E23CC68EF4740949BC704EA835EC0,851aa003-2d0f-4165-a54b-a13d9b86924a,2008-11-27 00:00:00.000
63,9652 Los Angeles,NULL,Monroe,79,98272,0xE6100000010CC440A386ACE8474044786554C5795EC0,e031cc1e-3e82-4338-b590-5fe91242deff,2009-01-27 00:00:00.000
64,4566 La Jolla,NULL,Monroe,79,98272,0xE6100000010C827F23CEDBF14740BBA92E875A825EC0,39efcf68-25ca-4b41-9882-a91f8fc2ec62,2009-01-08 00:00:00.000
65,1356 Grove Way,NULL,Monroe,79,98272,0xE6100000010C8151A3881FEB474036062D4141865EC0,c9ed93ad-fe56-4a9e-86d0-e53db70db0cc,2009-02-14 00:00:00.000
66,4775 Kentucky Dr.,Unit E,Monroe,79,98272,0xE6100000010C9C3C23C60FE84740E5DB36E5D86E5EC0,462876dd-b30c-4e9b-a0ad-67a0e14986c6,2014-05-27 00:00:00.000
67,4734 Sycamore Court,NULL,Monroe,79,98272,0xE6100000010C4B7BA30D3FF147406D8D608279855EC0,f6a0bc36-9c6e-4395-a7d5-8f31ad3775f4,2008-12-20 00:00:00.000
68,896 Southdale,NULL,Monroe,79,98272,0xE6100000010CFA16A3018DE24740D669FED1547B5EC0,bff6c765-a8ea-4f40-9c87-43c8829eb396,2009-02-26 00:00:00.000
69,2275 Valley Blvd.,NULL,Monroe,79,98272,0xE6100000010C594D23C882EA474078D4630EAC7D5EC0,192987fc-ca4b-421a-8ea9-52ed8eed3d32,2009-01-14 00:00:00.000
70,1792 Belmont Rd.,NULL,Monroe,79,98272,0xE6100000010CAA83A38E78F247406C86CCD635785EC0,5f659de9-3a31-41d5-bb92-ea0d34486c83,2008-12-02 00:00:00.000
71,5734 Ashford Court,NULL,Monroe,79,98272,0xE6100000010C0730A38439E6474093943359A6765EC0,5cd0edd1-7841-49c9-aebb-69ed1cd2989c,2008-02-13 00:00:00.000
72,5030 Blue Ridge Dr.,NULL,Monroe,79,98272,0xE6100000010C2377234DA2F04740CB22FB4522835EC0,51711cd3-947c-4666-882f-a50943e12339,2009-02-06 00:00:00.000
73,158 Walnut Ave,NULL,Monroe,79,98272,0xE6100000010C6638A30573E74740A20D00186E775EC0,2ad59424-b8fc-4957-82f7-62c11dd89235,2009-02-07 00:00:00.000
74,8310 Ridge Circle,NULL,Monroe,79,98272,0xE6100000010C3E9023D04EF447405F38359FBF725EC0,82780fdb-8df5-4334-9994-2d306ecc73e1,2008-11-30 00:00:00.000
75,3747 W. Landing Avenue,NULL,Monroe,79,98272,0xE6100000010C221B23C229E34740F23062C892815EC0,05524ab0-4696-4670-8d2f-580b6a5df760,2009-02-28 00:00:00.000
76,2598 La Vista Circle,NULL,Duvall,79,98019,0xE6100000010CB0EA3DB968E347402CE232B5ED685EC0,3661f140-8de9-4c81-a54e-661e6c61a801,2009-02-03 00:00:00.000
77,9693 Mellowood Street,NULL,Duvall,79,98019,0xE6100000010C2D6899BAAFE747407520D45948725EC0,c83b3a62-3561-4378-b307-540451ac23bd,2008-02-20 00:00:00.000
78,1825 Corte Del Prado,NULL,Duvall,79,98019,0xE6100000010C1B709E483EDA4740D1D0ABB0F16F5EC0,86f8d7ea-af62-4a35-8fc6-4278bca608f1,2008-12-27 00:00:00.000
79,5086 Nottingham Place,NULL,Duvall,79,98019,0xE6100000010C39F1E4FE68D847402D8183079B6D5EC0,83393058-231c-4d1e-863a-88385d126810,2010-01-17 00:00:00.000
80,3977 Central Avenue,NULL,Duvall,79,98019,0xE6100000010C0BEF579213DC474076BF24ACF5765EC0,30a7ad1e-78f0-4f04-83ee-2cd1c37d59a5,2009-02-02 00:00:00.000
81,8209 Green View Court,NULL,Duvall,79,98019,0xE6100000010C8F71FC90CCD74740A0FCEA42B5695EC0,41ae4c8a-1922-427a-b66f-3779639b0f42,2010-02-20 00:00:00.000
82,8463 Vista Avenue,NULL,Duvall,79,98019,0xE6100000010CA069F7023EE5474062AE9DA7F97D5EC0,c2ae1ea5-4f3c-413c-8810-4185ee46bb96,2009-02-21 00:00:00.000
83,5379 Treasure Island Way,# 14,Duvall,79,98019,0xE6100000010C2D6899BAAFE747408E2905E3137A5EC0,f229a37b-c8d9-4e4a-99bb-4d12715a2f5e,2009-02-04 00:00:00.000
84,3421 Bouncing Road,NULL,Duvall,79,98019,0xE6100000010CA069F7023EE5474032792D8C6A7C5EC0,83b10347-08dc-4e5e-8a94-60deb34d92a7,2008-12-01 00:00:00.000
85,991 Vista Verde,NULL,Duvall,79,98019,0xE6100000010CE5F1132330D74740A5F494C784785EC0,8eab0498-eb64-4f80-aede-ca3735d4c097,2009-02-01 00:00:00.000
86,390 Ridgewood Ct.,NULL,Carnation,79,98014,0xE6100000010C8B773FA1AFDD4740ED29E16761775EC0,dafbd136-5ac2-4f16-8d82-2bfffd60b7a7,2008-12-20 00:00:00.000
87,1411 Ranch Drive,NULL,Carnation,79,98014,0xE6100000010C866A60EF3EDB4740D4329D84B8795EC0,b7ad6512-9b80-4fdb-8ebb-b9934b211cea,2009-02-06 00:00:00.000
88,9666 Northridge Ct.,NULL,Carnation,79,98014,0xE6100000010CBCEC7CA2A7CF4740370FAD115C705EC0,fd316d3a-10f5-41d7-8cd9-7b1eaa851223,2008-12-01 00:00:00.000
89,3074 Arbor Drive,NULL,Carnation,79,98014,0xE6100000010C8A50A28B5DD647408A4DD1DABD805EC0,bf8e2fbe-1bc0-4643-9764-2903c86438ec,2008-12-14 00:00:00.000
90,9752 Jeanne Circle,NULL,Carnation,79,98014,0xE6100000010C8F5D813DCED84740BC3B59A10F7C5EC0,5582d57f-9e56-4d15-8633-633206d2a182,2010-01-09 00:00:00.000
91,7166 Brock Lane,NULL,Seattle,79,98104,0xE6100000010C8726B9B50FCF47409A9689D608995EC0,219725c5-2537-45db-879d-ce160729eece,2008-12-15 00:00:00.000
92,7126 Ending Ct.,NULL,Seattle,79,98104,0xE6100000010C9A77BCE123C747406282BA744A8D5EC0,dedcaecb-19b4-4441-9bbb-bc758329f406,2007-12-19 00:00:00.000
93,4598 Manila Avenue,NULL,Seattle,79,98104,0xE6100000010C76957EBCD7CD4740789E0F64BB9D5EC0,058435df-1143-4921-a47e-fd02e7f05ea7,2010-01-29 00:00:00.000
94,5666 Hazelnut Lane,NULL,Seattle,79,98104,0xE6100000010C76957EBCD7CD47409A9689D608995EC0,1033ef53-1246-4830-878c-516d4697ed8b,2009-02-24 00:00:00.000
95,1220 Bradford Way,NULL,Seattle,79,98104,0xE6100000010C019EE4EB4FC547405F3EB2FC77975EC0,ef7470d7-d3ce-4e30-ae81-6e1f7752134e,2008-12-08 00:00:00.000
96,5375 Clearland Circle,NULL,Seattle,79,98104,0xE6100000010CA8482EA87FD147408346388A2A9C5EC0,ef57ea2b-15fd-4887-90dc-77ec79ae67e9,2009-01-04 00:00:00.000
97,2639 Anchor Court,NULL,Seattle,79,98104,0xE6100000010CDAFBDD9327D5474067D6CE07828C5EC0,9c3d0b0d-e3b3-4696-b0eb-a90356cb8acc,2014-02-07 00:00:00.000
98,502 Alexander Pl.,NULL,Seattle,79,98104,0xE6100000010C52B340978BD44740703AEFB51E955EC0,b3d67582-a180-42ad-be0d-e8fac4080354,2009-01-25 00:00:00.000
99,5802 Ampersand Drive,NULL,Seattle,79,98104,0xE6100000010C63447B90C3D54740789E0F64BB9D5EC0,137cc1ba-089a-4e2d-91bf-7480802a7e00,2008-12-31 00:00:00.000
100,5125 Cotton Ct.,NULL,Seattle,79,98104,0xE6100000010CEB8C188D5FD647406492C68FAF965EC0,ab6bcc20-67d3-4a26-ba02-cdc917c2dee4,2009-02-03 00:00:00.000
101,3243 Buckingham Dr.,# 207,Seattle,79,98104,0xE6100000010C3091CBA41BD24740703AEFB51E955EC0,0f1f79ab-54a1-4c6c-beb7-e476e8521599,2009-02-15 00:00:00.000
102,3029 Pastime Dr,# 2,Seattle,79,98104,0xE6100000010C0F6F56B2ABCF4740B84AFBD0839E5EC0,5e77ca8d-72d4-4572-8f88-1a1a5a7969f0,2009-01-04 00:00:00.000
103,9537 Ridgewood Drive,NULL,Seattle,79,98104,0xE6100000010CAB08F7DA5BC847405F3EB2FC77975EC0,906f7b49-e609-42cb-9bf5-ed5c043d166c,2010-02-05 00:00:00.000
104,9964 North Ridge Drive,NULL,Seattle,79,98104,0xE6100000010C0F6F56B2ABCF4740868A4002FD915EC0,3b560935-ad49-458d-9c58-3d09c4b1ec3e,2009-01-29 00:00:00.000
105,1619 Stillman Court,NULL,Seattle,79,98104,0xE6100000010CDAFBDD9327D547406AE6DA22E7955EC0,3a7baabe-a265-43de-86e1-cfe6ea60e3b0,2008-12-19 00:00:00.000
106,2144 San Rafael,NULL,Seattle,79,98104,0xE6100000010C97B7F3AE47D04740868A4002FD915EC0,e0d82a90-fae8-43a9-a98d-4f6512e57709,2009-01-05 00:00:00.000
107,7403 N. Broadway,NULL,Seattle,79,98104,0xE6100000010CEB8C188D5FD647407BE217DC8D935EC0,c9fe9dd9-6867-44fc-9c5a-07dbc9ca6f7f,2009-01-01 00:00:00.000
108,7842 Ygnacio Valley Road,NULL,Seattle,79,98104,0xE6100000010CAB08F7DA5BC8474056DA914EDB8E5EC0,6600064e-0b21-405d-85c4-6a5e1e41771d,2008-12-10 00:00:00.000
109,874 Olivera Road,NULL,Seattle,79,98104,0xE6100000010CB9D968A1B7D24740703AEFB51E955EC0,f868aae1-dacb-4606-88c4-eb07f4492629,2010-02-24 00:00:00.000
110,1064 Slow Creek Road,NULL,Seattle,79,98104,0xE6100000010CEB8C188D5FD647407DF223F7F29C5EC0,184ad4a1-45b8-4910-a2b2-a9e2a658b07c,2008-12-08 00:00:00.000
111,77 Birchwood,NULL,Seattle,79,98104,0xE6100000010C22C059DEBFC7474051867DBBA38F5EC0,c27e3b42-1548-404c-b104-f765cf42c068,2009-01-27 00:00:00.000
112,7765 Sunsine Drive,NULL,Seattle,79,98104,0xE6100000010CEB8C188D5FD6474045DE549534915EC0,40e9167a-db5b-4d4b-9b57-f5030a37ea4c,2009-02-19 00:00:00.000
113,1102 Ravenwood,NULL,Seattle,79,98104,0xE6100000010CDAFBDD9327D547409A9689D608995EC0,8a12573d-d7c2-4c04-bbb1-a2f050626670,2009-12-15 00:00:00.000
114,1398 Yorba Linda,NULL,Seattle,79,98104,0xE6100000010C4122069E53D347408EEE60B0999A5EC0,c32ca551-349e-42fd-ab0b-6170e7f0b516,2009-02-08 00:00:00.000
115,4948 West 4th St,NULL,Seattle,79,98104,0xE6100000010C200091ABE3D0474056DA914EDB8E5EC0,e7cbd421-ffd2-4a42-a143-67da8558cc03,2009-02-13 00:00:00.000
116,8290 Margaret Ct.,NULL,Seattle,79,98104,0xE6100000010CCC2A6CCDCBCA47406AE6DA22E7955EC0,db4fab47-ed99-45b0-9064-3aa30f94d74d,2009-01-10 00:00:00.000
117,426 San Rafael,NULL,Seattle,79,98104,0xE6100000010C650444C39FCC474045DE549534915EC0,5c85508e-c13b-49f2-a260-0a0825ed9b81,2009-02-08 00:00:00.000
118,136 Balboa Court,NULL,Seattle,79,98104,0xE6100000010CB9D968A1B7D247408346388A2A9C5EC0,e8d35bfa-25ae-422e-b9e9-1d4f4aea18cc,2008-12-25 00:00:00.000
119,7439 Laguna Niguel,NULL,Seattle,79,98104,0xE6100000010C122F1FE587C64740789E0F64BB9D5EC0,e09b80e3-dd7f-4dd5-a930-3f1dee324f48,2008-11-28 00:00:00.000
120,6498 Mining Rd.,NULL,Seattle,79,98104,0xE6100000010CEE4CE1BF3BCD47404B3269286C905EC0,fb839852-9026-4c74-a7f2-e53030b7a434,2009-02-08 00:00:00.000
121,6578 Woodhaven Ln.,NULL,Seattle,79,98104,0xE6100000010CCC2A6CCDCBCA47404B3269286C905EC0,84eaaa89-fdb6-492b-ad96-76793872c81b,2008-11-26 00:00:00.000
122,2354 Frame Ln.,NULL,Seattle,79,98104,0xE6100000010C8726B9B50FCF47404B3269286C905EC0,28b00d11-67b0-4818-8b3a-1cfd2ff6169d,2009-12-18 00:00:00.000
123,6843 San Simeon Dr.,NULL,Seattle,79,98104,0xE6100000010CCC2A6CCDCBCA47407DF223F7F29C5EC0,27ce20f5-6770-4dcc-9b57-ec895a745553,2009-01-26 00:00:00.000
124,7616 Honey Court,NULL,Seattle,79,98104,0xE6100000010C8726B9B50FCF47409FEA9D6940985EC0,6a85821b-1e54-41e7-bb10-25feaf5a63e8,2008-12-05 00:00:00.000
125,931 Corte De Luna,NULL,Seattle,79,98104,0xE6100000010CDAFBDD9327D5474045DE549534915EC0,2c9d61c7-2185-45c3-b20e-04ab9cadff7a,2008-12-08 00:00:00.000
126,7594 Alexander Pl.,NULL,Seattle,79,98104,0xE6100000010CDDBBA6C603CC47405F3EB2FC77975EC0,fad17750-d933-4352-9c7c-2fc1378ed1a6,2008-12-10 00:00:00.000
127,7127 Los Gatos Court,NULL,Seattle,79,98104,0xE6100000010C63447B90C3D5474032D20BC1288A5EC0,5648b48c-4a83-491e-a4c1-edcbb199c0fd,2008-11-29 00:00:00.000
128,8656 Lakespring Place,NULL,Seattle,79,98104,0xE6100000010CA8482EA87FD14740703AEFB51E955EC0,e7889d2b-ae5e-4b37-ab7b-cf28187a3114,2010-01-05 00:00:00.000
129,5025 Holiday Hills,NULL,Seattle,79,98104,0xE6100000010CA8482EA87FD147404B3269286C905EC0,94d5bd03-6949-405d-b0df-7ac5f278081f,2008-12-26 00:00:00.000
130,5376 Catanzaro Way,NULL,Seattle,79,98104,0xE6100000010C44E2CED02FCA47405C2EA6E1128E5EC0,ad7c7f01-b283-41f1-b8f1-3aebfe50fd18,2009-02-25 00:00:00.000
131,504 O St.,NULL,Edmonds,79,98020,0xE6100000010C3CD75BF523E247402BB340BB358C5EC0,e858bee0-02ad-4bab-bc2b-6a66dd046e7b,2013-12-31 00:00:00.000
132,6870 D Bel Air Drive,NULL,Edmonds,79,98020,0xE6100000010C26216AA9C3ED47400C6A2F30399E5EC0,ab316a30-9d6b-4b6f-915c-616f6abd7092,2010-02-06 00:00:00.000
133,8152 Claudia Dr.,NULL,Edmonds,79,98020,0xE6100000010CA2F03A1E42E84740ADC92531A89C5EC0,7bbac738-c1b1-411b-b308-2054a5e1f55f,2009-01-05 00:00:00.000
134,6057 Hill Street,NULL,Edmonds,79,98020,0xE6100000010C0E926BCEF9E347401747FF3464965EC0,b0f69a8c-1c4e-4a41-a710-0bb1865d85aa,2008-12-15 00:00:00.000
135,2812 Mazatlan,NULL,Edmonds,79,98020,0xE6100000010CA8788CA5DBDD474056AB422E5BA15EC0,e55266a9-fb17-419f-970d-f96ee2e91f7b,2009-02-19 00:00:00.000
136,172 Turning Dr.,NULL,Edmonds,79,98020,0xE6100000010CA8788CA5DBDD474020D670B60A945EC0,37c96b81-2e9c-4d4d-beae-44aba1854c47,2008-12-12 00:00:00.000
137,9784 Mt Etna Drive,NULL,Edmonds,79,98020,0xE6100000010C5B05FCB9EAE047407E83C53AFE8C5EC0,e6266748-6e05-416c-8ff9-beb5c8b15323,2008-12-16 00:00:00.000
138,2059 Clay Rd,NULL,Edmonds,79,98020,0xE6100000010C74AB4AF717EA47407E83C53AFE8C5EC0,a158113b-ac84-4a89-8903-a6dd5f10ce82,2008-12-28 00:00:00.000
